SampleID	Date	SampleType	Location	Rep	Plot	GrowthCondtion	Genotype	SorghumType	Plate	Variety	GrowthCondtion_Variety	Variety_GrowthCondtion
CC0414FS3Z0718176276	71817	Rhizosphere	CentralCity	4	14	Full N	S3	ICSV700	63	Sweet	Full N_Sweet	Sweet_Full N
CC0414LS3Z0718176252	71817	Rhizosphere	CentralCity	4	14	Low N	S3	ICSV700	68	Sweet	Low N_Sweet	Sweet_Low N
CC0415FE1Z0718176277	71817	Rhizosphere	CentralCity	4	15	Full N	E1	PI329311	68	Energy	Full N_Energy	Energy_Full N
CC0415LE1Z0718176253	71817	Rhizosphere	CentralCity	4	15	Low N	E1	PI329311	66	Energy	Low N_Energy	Energy_Low N
CC0416FE4Z0718176278	71817	Rhizosphere	CentralCity	4	16	Full N	E4	PI329632	64	Energy	Full N_Energy	Energy_Full N
CC0416LE4Z0718176254	71817	Rhizosphere	CentralCity	4	16	Low N	E4	PI329632	65	Energy	Low N_Energy	Energy_Low N
CC0417FE9Z0718176279	71817	Rhizosphere	CentralCity	4	17	Full N	E9	PI229841	65	Energy	Full N_Energy	Energy_Full N
CC0417LE9Z0718176256	71817	Rhizosphere	CentralCity	4	17	Low N	E9	PI229841	62	Energy	Low N_Energy	Energy_Low N
CC0418FS8Z0718176280	71817	Rhizosphere	CentralCity	4	18	Full N	S8	Rio	62	Sweet	Full N_Sweet	Sweet_Full N
CC0418LS8Z0718176255	71817	Rhizosphere	CentralCity	4	18	Low N	S8	Rio	63	Sweet	Low N_Sweet	Sweet_Low N
CC0419FE8Z0718176281	71817	Rhizosphere	CentralCity	4	19	Full N	E8	M81e	68	Energy	Full N_Energy	Energy_Full N
CC0419LE8Z0718176257	71817	Rhizosphere	CentralCity	4	19	Low N	E8	M81e	66	Energy	Low N_Energy	Energy_Low N
CC0420FE13Z0718176282	71817	Rhizosphere	CentralCity	4	20	Full N	E13	PI297130	65	Energy	Full N_Energy	Energy_Full N
CC0420LE13Z0718176258	71817	Rhizosphere	CentralCity	4	20	Low N	E13	PI297130	63	Energy	Low N_Energy	Energy_Low N
CC0421FE5Z0718176283	71817	Rhizosphere	CentralCity	4	21	Full N	E5	PI35038	68	Energy	Full N_Energy	Energy_Full N
CC0421LE5Z0718176741	71817	Rhizosphere	CentralCity	4	21	Low N	E5	PI35038	70	Energy	Low N_Energy	Energy_Low N
CC0422FE14Z0718176284	71817	Rhizosphere	CentralCity	4	22	Full N	E14	Grassl	68	Energy	Full N_Energy	Energy_Full N
CC0422LE14Z0718176260	71817	Rhizosphere	CentralCity	4	22	Low N	E14	Grassl	63	Energy	Low N_Energy	Energy_Low N
CC0423FE3Z0718176285	71817	Rhizosphere	CentralCity	4	23	Full N	E3	PI505735	63	Energy	Full N_Energy	Energy_Full N
CC0423LE3Z0718176261	71817	Rhizosphere	CentralCity	4	23	Low N	E3	PI505735	63	Energy	Low N_Energy	Energy_Low N
CC0424FE11Z0718176286	71817	Rhizosphere	CentralCity	4	24	Full N	E11	PI506069	63	Energy	Full N_Energy	Energy_Full N
CC0424LE11Z0718176262	71817	Rhizosphere	CentralCity	4	24	Low N	E11	PI506069	63	Energy	Low N_Energy	Energy_Low N
CC0501FG1Z0718175355	71817	Rhizosphere	CentralCity	5	1	Full N	G1	BTx623	66	Grain	Full N_Grain	Grain_Full N
CC0501LG1Z0718175358	71817	Rhizosphere	CentralCity	5	1	Low N	G1	BTx623	69	Grain	Low N_Grain	Grain_Low N
CC0502FG3Z0718176287	71817	Rhizosphere	CentralCity	5	2	Full N	G3	Btx642	67	Grain	Full N_Grain	Grain_Full N
CC0502LG3Z0718177595	71817	Rhizosphere	CentralCity	5	2	Low N	G3	Btx642	74	Grain	Low N_Grain	Grain_Low N
CC0503FS2Z0718176288	71817	Rhizosphere	CentralCity	5	3	Full N	S2	SanChiSan	63	Sweet	Full N_Sweet	Sweet_Full N
CC0503LS2Z0718177596	71817	Rhizosphere	CentralCity	5	3	Low N	S2	SanChiSan	73	Sweet	Low N_Sweet	Sweet_Low N
CC0504FS10Z0718176289	71817	Rhizosphere	CentralCity	5	4	Full N	S10	China17	65	Sweet	Full N_Sweet	Sweet_Full N
CC0504LS10Z0718177597	71817	Rhizosphere	CentralCity	5	4	Low N	S10	China17	71	Sweet	Low N_Sweet	Sweet_Low N
CC0505FE17Z0718175356	71817	Rhizosphere	CentralCity	5	5	Full N	E17	PI655972	64	Energy	Full N_Energy	Energy_Full N
CC0505LE17Z0718175359	71817	Rhizosphere	CentralCity	5	5	Low N	E17	PI655972	68	Energy	Low N_Energy	Energy_Low N
CC0506FE10Z0718176290	71817	Rhizosphere	CentralCity	5	6	Full N	E10	PI297155	66	Energy	Full N_Energy	Energy_Full N
CC0506LE10Z0718177598	71817	Rhizosphere	CentralCity	5	6	Low N	E10	PI297155	72	Energy	Low N_Energy	Energy_Low N
CC0507LE15Z0718177599	71817	Rhizosphere	CentralCity	5	7	Low N	E15	PI152730	77	Energy	Low N_Energy	Energy_Low N
CC0508FE5Z0718176292	71817	Rhizosphere	CentralCity	5	8	Full N	E5	PI35038	62	Energy	Full N_Energy	Energy_Full N
CC0508LE5Z0718177600	71817	Rhizosphere	CentralCity	5	8	Low N	E5	PI35038	75	Energy	Low N_Energy	Energy_Low N
CC0509FE4Z0718176293	71817	Rhizosphere	CentralCity	5	9	Full N	E4	PI329632	64	Energy	Full N_Energy	Energy_Full N
CC0509LE4Z0718177601	71817	Rhizosphere	CentralCity	5	9	Low N	E4	PI329632	74	Energy	Low N_Energy	Energy_Low N
CC0510FE9Z0718176294	71817	Rhizosphere	CentralCity	5	10	Full N	E9	PI229841	62	Energy	Full N_Energy	Energy_Full N
CC0510LE9Z0718177602	71817	Rhizosphere	CentralCity	5	10	Low N	E9	PI229841	74	Energy	Low N_Energy	Energy_Low N
CC0511FE7Z0718176295	71817	Rhizosphere	CentralCity	5	11	Full N	E7	NTJ2	64	Energy	Full N_Energy	Energy_Full N
CC0511LE7Z0718177603	71817	Rhizosphere	CentralCity	5	11	Low N	E7	NTJ2	75	Energy	Low N_Energy	Energy_Low N
CC0512FE14Z0718175357	71817	Rhizosphere	CentralCity	5	12	Full N	E14	Grassl	69	Energy	Full N_Energy	Energy_Full N
CC0512LE14Z0718175360	71817	Rhizosphere	CentralCity	5	12	Low N	E14	Grassl	62	Energy	Low N_Energy	Energy_Low N
CC0513FS3Z0718176296	71817	Rhizosphere	CentralCity	5	13	Full N	S3	ICSV700	64	Sweet	Full N_Sweet	Sweet_Full N
CC0513LS3Z0718177604	71817	Rhizosphere	CentralCity	5	13	Low N	S3	ICSV700	73	Sweet	Low N_Sweet	Sweet_Low N
CC0514FE6Z0718177584	71817	Rhizosphere	CentralCity	5	14	Full N	E6	PI585954	74	Energy	Full N_Energy	Energy_Full N
CC0514LE6Z0718177605	71817	Rhizosphere	CentralCity	5	14	Low N	E6	PI585954	74	Energy	Low N_Energy	Energy_Low N
CC0515FS4Z0718177585	71817	Rhizosphere	CentralCity	5	15	Full N	S4	Atlas	72	Sweet	Full N_Sweet	Sweet_Full N
CC0515LS4Z0718177606	71817	Rhizosphere	CentralCity	5	15	Low N	S4	Atlas	78	Sweet	Low N_Sweet	Sweet_Low N
CC0516FE11Z0718177586	71817	Rhizosphere	CentralCity	5	16	Full N	E11	PI506069	78	Energy	Full N_Energy	Energy_Full N
CC0516LE11Z0718177607	71817	Rhizosphere	CentralCity	5	16	Low N	E11	PI506069	78	Energy	Low N_Energy	Energy_Low N
CC0517FE1Z0718177587	71817	Rhizosphere	CentralCity	5	17	Full N	E1	PI329311	76	Energy	Full N_Energy	Energy_Full N
CC0517LE1Z0718177608	71817	Rhizosphere	CentralCity	5	17	Low N	E1	PI329311	77	Energy	Low N_Energy	Energy_Low N
CC0518LE3Z0718177609	71817	Rhizosphere	CentralCity	5	18	Low N	E3	PI505735	77	Energy	Low N_Energy	Energy_Low N
CC0519FS6Z0718178591	71817	Rhizosphere	CentralCity	5	19	Full N	S6	ChineseAmber	97	Sweet	Full N_Sweet	Sweet_Full N
CC0519LS6Z0718177610	71817	Rhizosphere	CentralCity	5	19	Low N	S6	ChineseAmber	70	Sweet	Low N_Sweet	Sweet_Low N
CC0520FE13Z0718177590	71817	Rhizosphere	CentralCity	5	20	Full N	E13	PI297130	78	Energy	Full N_Energy	Energy_Full N
CC0520LE13Z0718177611	71817	Rhizosphere	CentralCity	5	20	Low N	E13	PI297130	73	Energy	Low N_Energy	Energy_Low N
CC0521FE8Z0718177591	71817	Rhizosphere	CentralCity	5	21	Full N	E8	M81e	73	Energy	Full N_Energy	Energy_Full N
CC0521LE8Z0718177612	71817	Rhizosphere	CentralCity	5	21	Low N	E8	M81e	75	Energy	Low N_Energy	Energy_Low N
CC0522FE18Z0718177592	71817	Rhizosphere	CentralCity	5	22	Full N	E18	PI510757	71	Energy	Full N_Energy	Energy_Full N
CC0522LE18Z0718177613	71817	Rhizosphere	CentralCity	5	22	Low N	E18	PI510757	75	Energy	Low N_Energy	Energy_Low N
CC0523LS8Z0718177614	71817	Rhizosphere	CentralCity	5	23	Low N	S8	Rio	77	Sweet	Low N_Sweet	Sweet_Low N
CC0524FS5Z0718177594	71817	Rhizosphere	CentralCity	5	24	Full N	S5	Leoti	78	Sweet	Full N_Sweet	Sweet_Full N
CC0524LS5Z0718177615	71817	Rhizosphere	CentralCity	5	24	Low N	S5	Leoti	74	Sweet	Low N_Sweet	Sweet_Low N
CC0601FG3Z0718177616	71817	Rhizosphere	CentralCity	6	1	Full N	G3	Btx642	73	Grain	Full N_Grain	Grain_Full N
CC0601LG3Z0718177637	71817	Rhizosphere	CentralCity	6	1	Low N	G3	Btx642	72	Grain	Low N_Grain	Grain_Low N
CC0602LG1Z0718175364	71817	Rhizosphere	CentralCity	6	2	Low N	G1	BTx623	63	Grain	Low N_Grain	Grain_Low N
CC0603FS2Z0718177617	71817	Rhizosphere	CentralCity	6	3	Full N	S2	SanChiSan	74	Sweet	Full N_Sweet	Sweet_Full N
CC0603LS2Z0718177638	71817	Rhizosphere	CentralCity	6	3	Low N	S2	SanChiSan	78	Sweet	Low N_Sweet	Sweet_Low N
CC0604FE10Z0718177618	71817	Rhizosphere	CentralCity	6	4	Full N	E10	PI297155	70	Energy	Full N_Energy	Energy_Full N
CC0604LE10Z0718177639	71817	Rhizosphere	CentralCity	6	4	Low N	E10	PI297155	72	Energy	Low N_Energy	Energy_Low N
CC0605FE17Z0718175362	71817	Rhizosphere	CentralCity	6	5	Full N	E17	PI655972	64	Energy	Full N_Energy	Energy_Full N
CC0605LE17Z0718175365	71817	Rhizosphere	CentralCity	6	5	Low N	E17	PI655972	63	Energy	Low N_Energy	Energy_Low N
CC0606FS10Z0718177619	71817	Rhizosphere	CentralCity	6	6	Full N	S10	China17	76	Sweet	Full N_Sweet	Sweet_Full N
CC0606LS10Z0718177640	71817	Rhizosphere	CentralCity	6	6	Low N	S10	China17	70	Sweet	Low N_Sweet	Sweet_Low N
CC0607FS8Z0718177620	71817	Rhizosphere	CentralCity	6	7	Full N	S8	Rio	71	Sweet	Full N_Sweet	Sweet_Full N
CC0607LS8Z0718177641	71817	Rhizosphere	CentralCity	6	7	Low N	S8	Rio	77	Sweet	Low N_Sweet	Sweet_Low N
CC0608FE5Z0718177621	71817	Rhizosphere	CentralCity	6	8	Full N	E5	PI35038	74	Energy	Full N_Energy	Energy_Full N
CC0608LE5Z0718177642	71817	Rhizosphere	CentralCity	6	8	Low N	E5	PI35038	78	Energy	Low N_Energy	Energy_Low N
CC0609FE15Z0718177622	71817	Rhizosphere	CentralCity	6	9	Full N	E15	PI152730	78	Energy	Full N_Energy	Energy_Full N
CC0609LE15Z0718177643	71817	Rhizosphere	CentralCity	6	9	Low N	E15	PI152730	73	Energy	Low N_Energy	Energy_Low N
CC0610FE3Z0718177623	71817	Rhizosphere	CentralCity	6	10	Full N	E3	PI505735	70	Energy	Full N_Energy	Energy_Full N
CC0610LE3Z0718177644	71817	Rhizosphere	CentralCity	6	10	Low N	E3	PI505735	76	Energy	Low N_Energy	Energy_Low N
CC0611FE9Z0718177624	71817	Rhizosphere	CentralCity	6	11	Full N	E9	PI229841	72	Energy	Full N_Energy	Energy_Full N
CC0611LE9Z0718177645	71817	Rhizosphere	CentralCity	6	11	Low N	E9	PI229841	76	Energy	Low N_Energy	Energy_Low N
CC0612FE14Z0718175363	71817	Rhizosphere	CentralCity	6	12	Full N	E14	Grassl	69	Energy	Full N_Energy	Energy_Full N
CC0612LE14Z0718175366	71817	Rhizosphere	CentralCity	6	12	Low N	E14	Grassl	69	Energy	Low N_Energy	Energy_Low N
CC0613FS3Z0718177625	71817	Rhizosphere	CentralCity	6	13	Full N	S3	ICSV700	71	Sweet	Full N_Sweet	Sweet_Full N
CC0613LS3Z0718177646	71817	Rhizosphere	CentralCity	6	13	Low N	S3	ICSV700	77	Sweet	Low N_Sweet	Sweet_Low N
CC0614FS5Z0718177626	71817	Rhizosphere	CentralCity	6	14	Full N	S5	Leoti	70	Sweet	Full N_Sweet	Sweet_Full N
CC0614LS5Z0718177647	71817	Rhizosphere	CentralCity	6	14	Low N	S5	Leoti	73	Sweet	Low N_Sweet	Sweet_Low N
CC0615FE1Z0718177627	71817	Rhizosphere	CentralCity	6	15	Full N	E1	PI329311	72	Energy	Full N_Energy	Energy_Full N
CC0615LE1Z0718177648	71817	Rhizosphere	CentralCity	6	15	Low N	E1	PI329311	73	Energy	Low N_Energy	Energy_Low N
CC0616FE8Z0718177628	71817	Rhizosphere	CentralCity	6	16	Full N	E8	M81e	75	Energy	Full N_Energy	Energy_Full N
CC0616LE8Z0718177649	71817	Rhizosphere	CentralCity	6	16	Low N	E8	M81e	76	Energy	Low N_Energy	Energy_Low N
CC0617LS6Z0718177650	71817	Rhizosphere	CentralCity	6	17	Low N	S6	ChineseAmber	75	Sweet	Low N_Sweet	Sweet_Low N
CC0618FE7Z0718177630	71817	Rhizosphere	CentralCity	6	18	Full N	E7	NTJ2	74	Energy	Full N_Energy	Energy_Full N
CC0619FE11Z0718177631	71817	Rhizosphere	CentralCity	6	19	Full N	E11	PI506069	70	Energy	Full N_Energy	Energy_Full N
CC0619LE11Z0718177652	71817	Rhizosphere	CentralCity	6	19	Low N	E11	PI506069	75	Energy	Low N_Energy	Energy_Low N
CC0620FE6Z0718177632	71817	Rhizosphere	CentralCity	6	20	Full N	E6	PI585954	74	Energy	Full N_Energy	Energy_Full N
CC0621FE13Z0718177633	71817	Rhizosphere	CentralCity	6	21	Full N	E13	PI297130	73	Energy	Full N_Energy	Energy_Full N
CC0621LE13Z0718177654	71817	Rhizosphere	CentralCity	6	21	Low N	E13	PI297130	71	Energy	Low N_Energy	Energy_Low N
CC0622FS4Z0718177634	71817	Rhizosphere	CentralCity	6	22	Full N	S4	Atlas	74	Sweet	Full N_Sweet	Sweet_Full N
CC0622LS4Z0718177655	71817	Rhizosphere	CentralCity	6	22	Low N	S4	Atlas	76	Sweet	Low N_Sweet	Sweet_Low N
CC0623FE18Z0718177635	71817	Rhizosphere	CentralCity	6	23	Full N	E18	PI510757	77	Energy	Full N_Energy	Energy_Full N
CC0623LE18Z0718177656	71817	Rhizosphere	CentralCity	6	23	Low N	E18	PI510757	75	Energy	Low N_Energy	Energy_Low N
CC0624FE4Z0718177636	71817	Rhizosphere	CentralCity	6	24	Full N	E4	PI329632	74	Energy	Full N_Energy	Energy_Full N
CC0624LE4Z0718177657	71817	Rhizosphere	CentralCity	6	24	Low N	E4	PI329632	71	Energy	Low N_Energy	Energy_Low N
CC0701FG3Z0718177682	71817	Rhizosphere	CentralCity	7	1	Full N	G3	Btx642	75	Grain	Full N_Grain	Grain_Full N
CC0701LG3Z0718177658	71817	Rhizosphere	CentralCity	7	1	Low N	G3	Btx642	70	Grain	Low N_Grain	Grain_Low N
CC0702FG1Z0718177683	71817	Rhizosphere	CentralCity	7	2	Full N	G1	BTx623	77	Grain	Full N_Grain	Grain_Full N
CC0702LG1Z0718177659	71817	Rhizosphere	CentralCity	7	2	Low N	G1	BTx623	77	Grain	Low N_Grain	Grain_Low N
CC0703FS10Z0718177684	71817	Rhizosphere	CentralCity	7	3	Full N	S10	China17	77	Sweet	Full N_Sweet	Sweet_Full N
CC0703LS10Z0718177660	71817	Rhizosphere	CentralCity	7	3	Low N	S10	China17	77	Sweet	Low N_Sweet	Sweet_Low N
CC0704FE10Z0718177685	71817	Rhizosphere	CentralCity	7	4	Full N	E10	PI297155	74	Energy	Full N_Energy	Energy_Full N
CC0704LE10Z0718177661	71817	Rhizosphere	CentralCity	7	4	Low N	E10	PI297155	71	Energy	Low N_Energy	Energy_Low N
CC0705FE17Z0718177686	71817	Rhizosphere	CentralCity	7	5	Full N	E17	PI655972	77	Energy	Full N_Energy	Energy_Full N
CC0705LE17Z0718177662	71817	Rhizosphere	CentralCity	7	5	Low N	E17	PI655972	73	Energy	Low N_Energy	Energy_Low N
CC0706FS2Z0718177687	71817	Rhizosphere	CentralCity	7	6	Full N	S2	SanChiSan	71	Sweet	Full N_Sweet	Sweet_Full N
CC0706LS2Z0718177663	71817	Rhizosphere	CentralCity	7	6	Low N	S2	SanChiSan	73	Sweet	Low N_Sweet	Sweet_Low N
CC0707FS5Z0718177688	71817	Rhizosphere	CentralCity	7	7	Full N	S5	Leoti	78	Sweet	Full N_Sweet	Sweet_Full N
CC0707LS5Z0718177664	71817	Rhizosphere	CentralCity	7	7	Low N	S5	Leoti	76	Sweet	Low N_Sweet	Sweet_Low N
CC0708FE3Z0718177689	71817	Rhizosphere	CentralCity	7	8	Full N	E3	PI505735	70	Energy	Full N_Energy	Energy_Full N
CC0708LE3Z0718177665	71817	Rhizosphere	CentralCity	7	8	Low N	E3	PI505735	77	Energy	Low N_Energy	Energy_Low N
CC0709FE6Z0718177690	71817	Rhizosphere	CentralCity	7	9	Full N	E6	PI585954	76	Energy	Full N_Energy	Energy_Full N
CC0709LE6Z0718177666	71817	Rhizosphere	CentralCity	7	9	Low N	E6	PI585954	78	Energy	Low N_Energy	Energy_Low N
CC0710FE5Z0718177691	71817	Rhizosphere	CentralCity	7	10	Full N	E5	PI35038	73	Energy	Full N_Energy	Energy_Full N
CC0710LE5Z0718177667	71817	Rhizosphere	CentralCity	7	10	Low N	E5	PI35038	71	Energy	Low N_Energy	Energy_Low N
CC0711FS3Z0718177692	71817	Rhizosphere	CentralCity	7	11	Full N	S3	ICSV700	76	Sweet	Full N_Sweet	Sweet_Full N
CC0711LS3Z0718177668	71817	Rhizosphere	CentralCity	7	11	Low N	S3	ICSV700	72	Sweet	Low N_Sweet	Sweet_Low N
CC0712FE13Z0718177693	71817	Rhizosphere	CentralCity	7	12	Full N	E13	PI297130	70	Energy	Full N_Energy	Energy_Full N
CC0712LE13Z0718177669	71817	Rhizosphere	CentralCity	7	12	Low N	E13	PI297130	77	Energy	Low N_Energy	Energy_Low N
CC0713FE18Z0718177694	71817	Rhizosphere	CentralCity	7	13	Full N	E18	PI510757	74	Energy	Full N_Energy	Energy_Full N
CC0714FE4Z0718177695	71817	Rhizosphere	CentralCity	7	14	Full N	E4	PI329632	74	Energy	Full N_Energy	Energy_Full N
CC0714LE4Z0718177671	71817	Rhizosphere	CentralCity	7	14	Low N	E4	PI329632	78	Energy	Low N_Energy	Energy_Low N
CC0715FE11Z0718177696	71817	Rhizosphere	CentralCity	7	15	Full N	E11	PI506069	78	Energy	Full N_Energy	Energy_Full N
CC0715LE11Z0718177672	71817	Rhizosphere	CentralCity	7	15	Low N	E11	PI506069	77	Energy	Low N_Energy	Energy_Low N
CC0716FE1Z0718177697	71817	Rhizosphere	CentralCity	7	16	Full N	E1	PI329311	72	Energy	Full N_Energy	Energy_Full N
CC0716LE1Z0718177673	71817	Rhizosphere	CentralCity	7	16	Low N	E1	PI329311	72	Energy	Low N_Energy	Energy_Low N
CC0717FE15Z0718177698	71817	Rhizosphere	CentralCity	7	17	Full N	E15	PI152730	71	Energy	Full N_Energy	Energy_Full N
CC0717LE15Z0718177674	71817	Rhizosphere	CentralCity	7	17	Low N	E15	PI152730	70	Energy	Low N_Energy	Energy_Low N
CC0718FS8Z0718177699	71817	Rhizosphere	CentralCity	7	18	Full N	S8	Rio	72	Sweet	Full N_Sweet	Sweet_Full N
CC0718LS8Z0718177675	71817	Rhizosphere	CentralCity	7	18	Low N	S8	Rio	77	Sweet	Low N_Sweet	Sweet_Low N
CC0719FS4Z0718177700	71817	Rhizosphere	CentralCity	7	19	Full N	S4	Atlas	76	Sweet	Full N_Sweet	Sweet_Full N
CC0719LS4Z0718177676	71817	Rhizosphere	CentralCity	7	19	Low N	S4	Atlas	71	Sweet	Low N_Sweet	Sweet_Low N
CC0720FE9Z0718177701	71817	Rhizosphere	CentralCity	7	20	Full N	E9	PI229841	75	Energy	Full N_Energy	Energy_Full N
CC0720LE9Z0718177677	71817	Rhizosphere	CentralCity	7	20	Low N	E9	PI229841	73	Energy	Low N_Energy	Energy_Low N
CC0721FS6Z0718177702	71817	Rhizosphere	CentralCity	7	21	Full N	S6	ChineseAmber	72	Sweet	Full N_Sweet	Sweet_Full N
CC0721LS6Z0718177678	71817	Rhizosphere	CentralCity	7	21	Low N	S6	ChineseAmber	78	Sweet	Low N_Sweet	Sweet_Low N
CC0722FE14Z0718177703	71817	Rhizosphere	CentralCity	7	22	Full N	E14	Grassl	78	Energy	Full N_Energy	Energy_Full N
CC0722LE14Z0718177679	71817	Rhizosphere	CentralCity	7	22	Low N	E14	Grassl	73	Energy	Low N_Energy	Energy_Low N
CC0723FE8Z0718177704	71817	Rhizosphere	CentralCity	7	23	Full N	E8	M81e	74	Energy	Full N_Energy	Energy_Full N
CC0723LE8Z0718177680	71817	Rhizosphere	CentralCity	7	23	Low N	E8	M81e	75	Energy	Low N_Energy	Energy_Low N
CC0724FE7Z0718177705	71817	Rhizosphere	CentralCity	7	24	Full N	E7	NTJ2	74	Energy	Full N_Energy	Energy_Full N
CC0801FG3Z0718177706	71817	Rhizosphere	CentralCity	8	1	Full N	G3	Btx642	73	Grain	Full N_Grain	Grain_Full N
CC0801LG3Z0718177727	71817	Rhizosphere	CentralCity	8	1	Low N	G3	Btx642	70	Grain	Low N_Grain	Grain_Low N
CC0802FG1Z0718175367	71817	Rhizosphere	CentralCity	8	2	Full N	G1	BTx623	66	Grain	Full N_Grain	Grain_Full N
CC0802LG1Z0718175370	71817	Rhizosphere	CentralCity	8	2	Low N	G1	BTx623	67	Grain	Low N_Grain	Grain_Low N
CC0803FS2Z0718177707	71817	Rhizosphere	CentralCity	8	3	Full N	S2	SanChiSan	71	Sweet	Full N_Sweet	Sweet_Full N
CC0803LS2Z0718177728	71817	Rhizosphere	CentralCity	8	3	Low N	S2	SanChiSan	78	Sweet	Low N_Sweet	Sweet_Low N
CC0804FE17Z0718175368	71817	Rhizosphere	CentralCity	8	4	Full N	E17	PI655972	65	Energy	Full N_Energy	Energy_Full N
CC0805FE10Z0718177708	71817	Rhizosphere	CentralCity	8	5	Full N	E10	PI297155	73	Energy	Full N_Energy	Energy_Full N
CC0805LE10Z0718177729	71817	Rhizosphere	CentralCity	8	5	Low N	E10	PI297155	71	Energy	Low N_Energy	Energy_Low N
CC0806LS10Z0718177730	71817	Rhizosphere	CentralCity	8	6	Low N	S10	China17	77	Sweet	Low N_Sweet	Sweet_Low N
CC0807FE9Z0718177710	71817	Rhizosphere	CentralCity	8	7	Full N	E9	PI229841	78	Energy	Full N_Energy	Energy_Full N
CC0807LE9Z0718177731	71817	Rhizosphere	CentralCity	8	7	Low N	E9	PI229841	75	Energy	Low N_Energy	Energy_Low N
CC0808FE18Z0718177711	71817	Rhizosphere	CentralCity	8	8	Full N	E18	PI510757	71	Energy	Full N_Energy	Energy_Full N
CC0808LE18Z0718177732	71817	Rhizosphere	CentralCity	8	8	Low N	E18	PI510757	74	Energy	Low N_Energy	Energy_Low N
CC0809FS8Z0718177712	71817	Rhizosphere	CentralCity	8	9	Full N	S8	Rio	70	Sweet	Full N_Sweet	Sweet_Full N
CC0809LS8Z0718177733	71817	Rhizosphere	CentralCity	8	9	Low N	S8	Rio	75	Sweet	Low N_Sweet	Sweet_Low N
CC0810FE6Z0718177713	71817	Rhizosphere	CentralCity	8	10	Full N	E6	PI585954	73	Energy	Full N_Energy	Energy_Full N
CC0810LE6Z0718177734	71817	Rhizosphere	CentralCity	8	10	Low N	E6	PI585954	75	Energy	Low N_Energy	Energy_Low N
CC0811FE8Z0718177714	71817	Rhizosphere	CentralCity	8	11	Full N	E8	M81e	73	Energy	Full N_Energy	Energy_Full N
CC0811LE8Z0718177735	71817	Rhizosphere	CentralCity	8	11	Low N	E8	M81e	75	Energy	Low N_Energy	Energy_Low N
CC0812FS6Z0718177715	71817	Rhizosphere	CentralCity	8	12	Full N	S6	ChineseAmber	75	Sweet	Full N_Sweet	Sweet_Full N
CC0812LS6Z0718177736	71817	Rhizosphere	CentralCity	8	12	Low N	S6	ChineseAmber	76	Sweet	Low N_Sweet	Sweet_Low N
CC0813FS4Z0718177716	71817	Rhizosphere	CentralCity	8	13	Full N	S4	Atlas	70	Sweet	Full N_Sweet	Sweet_Full N
CC0813LS4Z0718177737	71817	Rhizosphere	CentralCity	8	13	Low N	S4	Atlas	78	Sweet	Low N_Sweet	Sweet_Low N
CC0814FE5Z0718177717	71817	Rhizosphere	CentralCity	8	14	Full N	E5	PI35038	73	Energy	Full N_Energy	Energy_Full N
CC0814LE5Z0718177738	71817	Rhizosphere	CentralCity	8	14	Low N	E5	PI35038	71	Energy	Low N_Energy	Energy_Low N
CC0815FE1Z0718177718	71817	Rhizosphere	CentralCity	8	15	Full N	E1	PI329311	76	Energy	Full N_Energy	Energy_Full N
CC0815LE1Z0718177739	71817	Rhizosphere	CentralCity	8	15	Low N	E1	PI329311	70	Energy	Low N_Energy	Energy_Low N
CC0816FE15Z0718177719	71817	Rhizosphere	CentralCity	8	16	Full N	E15	PI152730	72	Energy	Full N_Energy	Energy_Full N
CC0816LE15Z0718177740	71817	Rhizosphere	CentralCity	8	16	Low N	E15	PI152730	77	Energy	Low N_Energy	Energy_Low N
CC0817FE7Z0718177720	71817	Rhizosphere	CentralCity	8	17	Full N	E7	NTJ2	73	Energy	Full N_Energy	Energy_Full N
CC0817LE7Z0718177741	71817	Rhizosphere	CentralCity	8	17	Low N	E7	NTJ2	78	Energy	Low N_Energy	Energy_Low N
CC0818FS3Z0718177721	71817	Rhizosphere	CentralCity	8	18	Full N	S3	ICSV700	70	Sweet	Full N_Sweet	Sweet_Full N
CC0818LS3Z0718177742	71817	Rhizosphere	CentralCity	8	18	Low N	S3	ICSV700	72	Sweet	Low N_Sweet	Sweet_Low N
CC0819FE11Z0718177722	71817	Rhizosphere	CentralCity	8	19	Full N	E11	PI506069	74	Energy	Full N_Energy	Energy_Full N
CC0819LE11Z0718177743	71817	Rhizosphere	CentralCity	8	19	Low N	E11	PI506069	70	Energy	Low N_Energy	Energy_Low N
CC0820FE4Z0718177723	71817	Rhizosphere	CentralCity	8	20	Full N	E4	PI329632	75	Energy	Full N_Energy	Energy_Full N
CC0820LE4Z0718177744	71817	Rhizosphere	CentralCity	8	20	Low N	E4	PI329632	74	Energy	Low N_Energy	Energy_Low N
CC0821LE14Z0718175372	71817	Rhizosphere	CentralCity	8	21	Low N	E14	Grassl	65	Energy	Low N_Energy	Energy_Low N
CC0822FS5Z0718177724	71817	Rhizosphere	CentralCity	8	22	Full N	S5	Leoti	73	Sweet	Full N_Sweet	Sweet_Full N
CC0822LS5Z0718177745	71817	Rhizosphere	CentralCity	8	22	Low N	S5	Leoti	73	Sweet	Low N_Sweet	Sweet_Low N
CC0823FE13Z0718177725	71817	Rhizosphere	CentralCity	8	23	Full N	E13	PI297130	74	Energy	Full N_Energy	Energy_Full N
